name,typeString,addressLineOne,addressLineTwo,city,state,zipFive,zipFour,county,isPoBoxLocation,phone,drivingDirectionsLink,grantNumber,delegateNumber,programName,programAddressLineOne,programAddressLineTwo,programCity,programState,programZipFive,programZipFour,programCounty,programPhone,programRegistrationPhone,latitude,longitude
Martin Center,,1008 W Russell Ave,,Santa Ana,CA,92707,1145,Orange County,,(714) 427-1290,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 427-1290,(714)241-8920,33.7327,-117.8798
Schweitzer Center,,211 S Dale Ave,,Anaheim,CA,92804,2006,Orange County,,(714) 229-8790,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 229-8790,(714)241-8920,33.8297,-117.9853
Centralia Center,,6627 La Cienaga Dr,,Buena Park,CA,90620,2395,Orange County,,(714) 228-9004,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 228-9004,(714)241-8920,33.8483,-118.0168
Delhi Center,,505 E Central Ave,,Santa Ana,CA,92707,3503,Orange County,,(714) 361-8866,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 361-8866,(714)241-8920,33.7145,-117.8611
Stanton Center,,8050 Chapman Ave,,Stanton,CA,90680,3709,Orange County,,(714) 230-3814,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 230-3814,(714)241-8920,33.7883,-117.9916
Topaz Center,,1600 Sapphire Rd,,Fullerton,CA,92831,2697,Orange County,,(714) 854-1534,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 854-1534,(714)241-8920,33.8859,-117.8709
Hope Center,,13841 Milton Ave,,Westminster,CA,92683,2917,Orange County,,(714) 230-3832,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 230-3832,(714)241-8920,33.7607,-118.0217
Home Base South,,2501 Pullman St,Ste 100,Santa Ana,CA,92705,5511,Orange County,,(714) 241-8920,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 241-8920,(714)241-8920,33.712,-117.847
Carver Center,,11150 Santa Rosalia St,,Stanton,CA,90680,3135,Orange County,,(714) 230-3814,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 230-3814,(714)241-8920,33.8005,-117.9981
Franklin Center,,506 S Janss St,,Anaheim,CA,92805,4519,Orange County,,(714) 399-2100,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 399-2100,(714)241-8920,33.8292,-117.9197
Andrews Center,,1231 E Chapman Ave,,Fullerton,CA,92831,3908,Orange County,,(714) 888-1201,,09CH011146,0,Orange County Head Start,2501 South Pullman Street,Suite 100,Santa Ana,CA,92705,5511,Orange County,(714) 888-1201,(714)241-8920,33.8746,-117.9051
Eastgate School Head Start,,4010 Gradestake St,,East Helena,MT,59635,3486,Lewis and Clark County,,(406) 459-1665,,08CH011147,0,"Rocky Mountain Development Council, Inc.",200 S Cruse Ave,,Helena,MT,59601,5018,Lewis and Clark County,(406) 459-1665,(406)457-7308,46.5958,-111.8927
Townsend Head Start,,503 N Pine St,,Townsend,MT,59644,2009,Broadwater County,,(406) 266-5032,,08CH011147,0,"Rocky Mountain Development Council, Inc.",200 S Cruse Ave,,Helena,MT,59601,5018,Lewis and Clark County,(406) 266-5032,(406)457-7308,46.3246,-111.5236
Neighborhood Center Head Start,,200 S Cruse Ave,,Helena,MT,59601,5018,Lewis and Clark County,,(406) 457-7308,,08CH011147,0,"Rocky Mountain Development Council, Inc.",200 S Cruse Ave,,Helena,MT,59601,5018,Lewis and Clark County,(406) 457-7308,(406)457-7308,46.5844,-112.0416
Ray Bjork School Head Start,,1600 8th Ave,,Helena,MT,59601,4625,Lewis and Clark County,,(406) 324-2900,,08CH011147,0,"Rocky Mountain Development Council, Inc.",200 S Cruse Ave,,Helena,MT,59601,5018,Lewis and Clark County,(406) 324-2900,(406)457-7308,46.5882,-112.0123
Helena Housing Authority (HHA) Head Start,,1221 Billings Ave,,Helena,MT,59601,3978,Lewis and Clark County,,(406) 996-1026,,08CH011147,0,"Rocky Mountain Development Council, Inc.",200 S Cruse Ave,,Helena,MT,59601,5018,Lewis and Clark County,(406) 996-1026,(406)457-7308,46.594,-112.0191
Valley Center,,1275 Fern Rd,,Helena,MT,59602,7041,Lewis and Clark County,,(406) 457-7308,,08CH011147,0,"Rocky Mountain Development Council, Inc.",200 S Cruse Ave,,Helena,MT,59601,5018,Lewis and Clark County,(406) 457-7308,(406)457-7308,46.6481,-112.0197
Seneca,,26 E Wayne St,,Warren,PA,16365,2173,Warren County,,(814) 726-2400,,03CH011150,0,Warren & Forest Counties Economic Opportunity Council,1209 Pennsylvania Ave W, ,Warren,PA,16365,1841,Warren County,(814) 726-2400,(814)726-2400 - 118,41.8413,-79.152
South Street,,713 Pennsylvania Ave E,,Warren,PA,16365,2702,Warren County,,(814) 726-2400,,03CH011150,0,Warren & Forest Counties Economic Opportunity Council,1209 Pennsylvania Ave W, ,Warren,PA,16365,1841,Warren County,(814) 726-2400,(814)726-2400 - 118,41.8401,-79.1332
Berkeley Heights,,750 Hack Wilson Way,,Martinsburg,WV,25401,4383,Berkeley County,,(304) 263-6222,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(304) 263-6222,(304)267-3595,39.446,-77.9654
Great Cacapon,,217 Spring St,,Great Cacapon,WV,25422,3386,Morgan County,,(681) 343-0102,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(681) 343-0102,(304)267-3595,39.6186,-78.2939
James Rumsey Technical Institute,,3274 Hedgesville Rd,,Martinsburg,WV,25403,259,Berkeley County,,(303) 582-2198,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(303) 582-2198,(304)267-3595,39.5332,-77.9807
T A Lowery Center,,221 Warm Springs Rd,T A Lowery Center,Shenandoah Junction,WV,25442,4756,Jefferson County,,(304) 724-9942,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(304) 724-9942,(304)267-3595,39.3566,-77.8525
Berkeley Springs Head Start Center,,50 Myers Rd,,Berkeley Springs,WV,25411,4572,Morgan County,,(304) 258-5335,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(304) 258-5335,(304)267-3595,39.6142,-78.2335
Spring Mills Primary School,,401 Campus Dr,,Martinsburg,WV,25404,7534,Berkeley County,,(304) 582-3276,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(304) 582-3276,(304)267-3595,39.5415,-77.903
Blue Ridge Primary,,18866 Charles Town Rd,,Harpers Ferry,WV,25425,5503,Jefferson County,,(304) 671-2351,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(304) 671-2351,(304)267-3595,39.2431,-77.7855
Inwood Family Worship Center,,28 Lafayette Lane,,Inwood,WV,25428,-1,Berkeley County,,(304) 671-7150,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(304) 671-7150,(304)267-3595,39.3521,-78.0248
South Jefferson Elementary School,,4599 Summit Point Rd,,Charles Town,WV,25414,4673,Jefferson County,,(304) 582-1664,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(304) 582-1664,(304)267-3595,39.2548,-77.9305
Driswood Elementary,,75 Caspian Way,,Shenandoah Junction,WV,25442,4804,Jefferson County,,(304) 671-1141,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(304) 671-1141,(304)267-3595,39.3377,-77.8211
Head Start/Little Learners - Oakland,,106 Oakland Rd,,Berkeley Springs,WV,25411,7142,Morgan County,,(304) 258-0095,,03CH011152,0,Eastern Panhandle Instructional Cooperative,109 South College Street,,Martinsburg,WV,25401,3307,Berkeley County,(304) 258-0095,(304)267-3595,39.4917,-78.2948
COLUMBIA COUNTY HEAD START,,405 West Church Street,,Harlem,GA,30814,6025,Columbia County,,(706) 556-0085,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 556-0085,(706)722-0493,33.4148,-82.32
WADLEY,,137 Bedingfield St,,Wadley,GA,30477,-1,Jefferson County,,(478) 252-4642,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(478) 252-4642,(706)722-0493,32.8643,-82.4005
BERT T. THOMAS AT PATHWAYS,,110 East Court Street,,Augusta,GA,30904,-1,Richmond County,,(706) 823-9334,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 823-9334,(706)722-0493,33.3348,-81.9864
STATESBORO HEAD START,,150 Williams Rd,,Statesboro,GA,30458,1398,Bulloch County,,(912) 764-5330,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(912) 764-5330,(706)722-0493,32.46,-81.7975
WARREN COUNTY HEAD START,,158 W Gibson St,,Warrenton,GA,30828,8435,Warren County,,(706) 465-2255,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 465-2255,(706)722-0493,33.4065,-82.6619
EMANUEL COUNTY HEAD START,,615 Gumlog Rd,,Swainsboro,GA,30401,3473,Emanuel County,,(478) 237-6135,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(478) 237-6135,(706)722-0493,32.6081,-82.352
DEANS BRIDGE ROAD,,3237 Deans Bridge Rd,,Augusta,GA,30906,7004,Richmond County,,(706) 796-2227,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 796-2227,(706)722-0493,33.4226,-82.0668
LOUISVILLE,,5315 Middleground Rd,Route 3,Louisville,GA,30434,5823,Jefferson County,,(478) 625-8911,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(478) 625-8911,(706)722-0493,33.0191,-82.3878
SOUTH RICHMOND,,3950 Deans Bridge Rd,Highway # 1,Hephzibah,GA,30815,5732,Richmond County,,(706) 798-9000,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 798-9000,(706)722-0493,33.3813,-82.1257
WRENS HEAD START,,1711 Highway 17 North,,Wrens,GA,30833,-1,Jefferson County,,(706) 547-6156,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 547-6156,(706)722-0493,33.2134,-82.3954
BURKE COUNTY HEAD START,,518 College St,,Waynesboro,GA,30830,1322,Burke County,,(706) 554-2140,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 554-2140,(706)722-0493,33.0929,-82.0265
SYLVANIA HEAD START CENTER,,166 Devdhara Drive,,Sylvania,GA,30467,-1,Screven County,,(706) 550-7460,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 550-7460,(706)722-0493,32.7504,-81.6368
COLLINS HEAD START CENTER,,1321 Swanee Quintet Blvd,,Augusta,GA,30901,3907,Richmond County,,(706) 793-2268,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 793-2268,(706)722-0493,33.4575,-81.9915
FLOYD,,921 Florence St,,Augusta,GA,30901,3322,Richmond County,,(706) 722-6699,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 722-6699,(706)722-0493,33.4621,-81.9753
MCDUFFIE COUNTY HEAD START,,511 Main St,,Thomson,GA,30824,1544,McDuffie County,,(706) 596-2362,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 596-2362,(706)722-0493,33.4721,-82.5061
JENKINS,,727 Virginia Ave,,Millen,GA,30442,5270,Jenkins County,,(478) 982-4485,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(478) 982-4485,(706)722-0493,32.7964,-81.9449
ATC Head Start Center,,3200 Augusta Tech Drive,Building 500,Augusta,GA,30906,8243,Richmond County,,(706) 798-0930,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 798-0930,(706)722-0493,33.4177,-82.0483
WILKINSON GARDENS ELEMENTARY SCHOOL,,1925 Krather Street,,Augusta,GA,30906,-1,Richmond County,,(706) 737-7219,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 737-7219,(706)722-0493,33.4908,-82.0581
A. Brian Merry  Elementary School,,415 Boy Scout Rd,,Augusta,GA,30909,3503,Richmond County,,(706) 737-7185,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 737-7185,(706)722-0493,33.4961,-82.0396
GLENN HILLS ELEMENTARY,,2838 Glenn Hills Dr,,Augusta,GA,30906,3276,Richmond County,,(706) 796-4942,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 796-4942,(706)722-0493,33.4259,-82.0662
TERRACE MANOR ELEMENTARY,,3110 Tate Rd,,Augusta,GA,30906,3135,Richmond County,,(706) 796-4910,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 796-4910,(706)722-0493,33.435,-82.0589
DOROTHY HAINS ELEMENTARY SCHOOL,,1820 Windsor Spring Rd,,Augusta,GA,30906,5818,Richmond County,,(706) 796-4918,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 796-4918,(706)722-0493,33.4121,-82.014
Francina Duval,,1035 South 27th Circle,,Fort Pierce,FL,34947,4687,St. Lucie County,,(772) 461-0398,,04CH011151,0,"Agricultural and Labor Program, Inc.",300 Lynchburg Road,,Lake Alfred,FL,33850,2576,Polk County,(772) 461-0398,(863)956-3491,27.4378,-80.3533
Lincoln Park,,1400 Avenue M,,Fort Pierce,FL,34950,3227,St. Lucie County,,(772) 464-6061,,04CH011151,0,"Agricultural and Labor Program, Inc.",300 Lynchburg Road,,Lake Alfred,FL,33850,2576,Polk County,(772) 464-6061,(863)956-3491,27.4622,-80.3388
Garden Terrace,,1110 N 32nd St,,Fort Pierce,FL,34947,2435,St. Lucie County,,(772) 468-0300,,04CH011151,0,"Agricultural and Labor Program, Inc.",300 Lynchburg Road,,Lake Alfred,FL,33850,2576,Polk County,(772) 468-0300,(863)956-3491,27.4601,-80.3571
George W. Truitt Family Services Center,,1814 N 13th St,,Fort Pierce,FL,34950,2184,St. Lucie County,,(772) 465-3121,,04CH011151,0,"Agricultural and Labor Program, Inc.",300 Lynchburg Road,,Lake Alfred,FL,33850,2576,Polk County,(772) 465-3121,(863)956-3491,27.4676,-80.3368
Child Development and Family Services,,198 NW Marion Ave,,Port Saint Lucie,FL,34983,1667,St. Lucie County,,(772) 879-4944,,04CH011151,0,"Agricultural and Labor Program, Inc.",300 Lynchburg Road,,Lake Alfred,FL,33850,2576,Polk County,(772) 879-4944,(863)956-3491,27.3209,-80.352
Queen Townsend Head Start Center II,,2202 Avenue Q,,Fort Pierce,FL,34950,2000,St. Lucie County,,(772) 429-8889,,04CH011151,0,"Agricultural and Labor Program, Inc.",300 Lynchburg Road,,Lake Alfred,FL,33850,2576,Polk County,(772) 429-8889,(863)956-3491,27.4671,-80.3477
Hancock County Head Start/Pre-K (M.E. Lewis Elementary),,11145 GA Highway 15,,Sparta,GA,31087,4121,Hancock County,,(706) 444-6652,,04CH011149,0,Hancock County Board of Education,79 Boland Cir, ,Sparta,GA,31087,2007,Hancock County,(706) 444-6652,(706)444-7239 - 240,33.2976,-82.9689
Hinton Area Elementary,,114 Park Ave,,Hinton,WV,25951,2449,Summers County,,(304) 466-6024,,03CH011091,0,Community Action of Southeastern West Virginia,355 Bluefield Ave,,Bluefield,WV,24701,2883,Mercer County,(304) 466-6024,(304)487-5736,37.6707,-80.892
CASEWV New Hope Center,,153 Maple Acres Rd,,Princeton,WV,24739,8082,Mercer County,,(304) 487-5631,,03CH011091,0,Community Action of Southeastern West Virginia,355 Bluefield Ave,,Bluefield,WV,24701,2883,Mercer County,(304) 487-5631,(304)487-5736,37.3432,-81.1545
CASEWV Thorn Center,,215 Thorn St,,Princeton,WV,24740,3534,Mercer County,,(304) 487-1240,,03CH011091,0,Community Action of Southeastern West Virginia,355 Bluefield Ave,,Bluefield,WV,24701,2883,Mercer County,(304) 487-1240,(304)487-5736,37.3699,-81.0813
Talcott Elementary,,Routes 3 and 12,,Talcott,WV,24981,-1,Summers County,,(304) 466-6029,,03CH011091,0,Community Action of Southeastern West Virginia,355 Bluefield Ave,,Bluefield,WV,24701,2883,Mercer County,(304) 466-6029,(304)487-5736,37.6398,-80.8052
CASEWV Summers County Center,,101 2nd St,,Hinton,WV,25951,2501,Summers County,,(304) 466-6016,,03CH011091,0,Community Action of Southeastern West Virginia,355 Bluefield Ave,,Bluefield,WV,24701,2883,Mercer County,(304) 466-6016,(304)487-5736,37.6658,-80.8941
Jumping Branch Elementary,,WV-3,,Jumping Branch,WV,25969,-1,Summers County,,(304) 466-6025,,03CH011091,0,Community Action of Southeastern West Virginia,355 Bluefield Ave,,Bluefield,WV,24701,2883,Mercer County,(304) 466-6025,(304)487-5736,37.6668,-80.9887
One Cumberland,,1 Cumberland St,,Lebanon,PA,17042,5445,Lebanon County,,(717) 450-1512,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,(717) 450-1512,(717)450-1512,40.3408,-76.4119
Fort Zeller Elementary,,243 N Sheridan Rd,,Richland,PA,17087,9402,Lebanon County,,(610) 589-2575,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,(610) 589-2575,(717)450-1512,40.3564,-76.2344
Union Canal Elementary,,400 Narrows Dr,,Lebanon,PA,17046,9257,Lebanon County,,(717) 450-1512,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,(717) 450-1512,(717)450-1512,40.3615,-76.3773
South Lebanon Elementary,,1825 S 5th Ave,,Lebanon,PA,17042,7910,Lebanon County,,(717) 450-1512,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,(717) 450-1512,(717)450-1512,40.3168,-76.3662
Jonestown Elementary,,135 S King St,,Jonestown,PA,17038,9713,Lebanon County,,(717) 450-1512,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,(717) 450-1512,(717)450-1512,40.4116,-76.477
Southwest Elementary,,1500 Woodland St,,Lebanon,PA,17042,6563,Lebanon County,,,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,,(717)450-1512,40.3258,-76.432
Northwest Elementary,,1315 Old Forge Road,,Lebanon,PA,17046,-1,Lebanon County,,(717) 273-9391,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,(717) 273-9391,(717)450-1512,40.3471,-76.4366
Henry Houck Elementary,,315 E Lehman St,,Lebanon,PA,17046,3934,Lebanon County,,(717) 273-9391,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,(717) 273-9391,(717)450-1512,40.3468,-76.4069
Harding Elementary,,622 Chestnut St,,Lebanon,PA,17042,5289,Lebanon County,,(717) 450-1512,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,(717) 450-1512,(717)450-1512,40.3378,-76.4214
Southeast Elementary,,499 E Pershing Ave,,Lebanon,PA,17042,7640,Lebanon County,,,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,,(717)450-1512,40.3368,-76.4034
Lingle Avenue Elementary,,600 S Lingle Ave,,Palmyra,PA,17078,9378,Lebanon County,,(717) 450-1512,,03CH011131,0,Lancaster-Lebanon Intermediate Unit School District #13,1 Cumberland St, ,Lebanon,PA,17042,5445,Lebanon County,(717) 450-1512,(717)450-1512,40.2898,-76.5993
George W. Munroe,,1830 W King St,,Quincy,FL,32351,2013,Gadsden County,,(850) 875-8800,,04CH011096,0,Gadsden County School District,500 W King St,,Quincy,FL,32351,1606,Gadsden County,(850) 875-8800,(850)627-3861,30.593,-84.6011
Havana Magnet School,,1210 Kemp Rd,,Havana,FL,32333,1938,Gadsden County,,(850) 662-2670,,04CH011096,0,Gadsden County School District,500 W King St,,Quincy,FL,32351,1606,Gadsden County,(850) 662-2670,(850)627-3861,30.6241,-84.3998
